"UID","accession_no","issn","eissn","doi","doc_type","source","itemtitle","pubyear","pubmonth","coverdate","sortdate","vol","pubtype","issue","supplement","special_issue","part_no","indicator","is_archive","has_abstract","oases_type_gold","abstract"
"WOS:000295041300005","822JO","0921-898X","NULL","10.1007/s11187-009-9244-0","Article","SMALL BUSINESS ECONOMICS","SMEs in Argentina: who are the exporters?","2011","OCT","OCT 2011","2011-10-01","37","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>There exists a growing body of literature which looks at export decisions made by firms. Most studies focus on developed countries and do not explore whether different behavioral patterns prevail over the firm size distribution. This paper aims at filling this gap in the literature by analyzing the export behavior of a statistically representative sample of 192 small and medium-size enterprises (SMEs) in a developing country, Argentina, over the period 1996-1998. We find that the level of employment, sourcing from abroad, investment in product improvement, and average productivity are associated with higher probability of exporting. Training activities for employees are important to export outside of MERCOSUR.</p>"
"WOS:000295062600026","822PR","0022-247X","NULL","10.1016/j.jmaa.2011.07.019","Article","JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","Signed integral representations of comonotonic additive functionals","2012","JAN 15","JAN 15 2012","2012-01-15","385","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We establish integral representation results for suitably pointwise continuous and comonotonic additive functionals of bounded variation defined on Stone lattices. As an application, we prove a comonotonic version of the Daniell-Stone Theorem. (C) 2011 Elsevier Inc. All rights reserved.</p>"
"WOS:000295092200003","823AD","0033-3298","NULL","10.1111/j.1467-9299.2010.01885.x","Article","PUBLIC ADMINISTRATION","THE ROLE OF POLITICS AND INSTITUTIONS IN THE ITALIAN ADMINISTRATIVE REFORM TRAJECTORY","2011","NULL","2011","2011-01-01","89","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article applies broad conceptual categories of comparative politics to the explanation of administrative reforms in Italy. It takes as its argument some lines of influence on public sector reform of the features of the party system in Italy, the executive-legislative balance, the politician-bureaucrat relationship, and the role of administrative law. In the search for explanations for the trajectory of administrative reform, pre-existing political and institutional factors also have to be interpreted through the lens of negotiated change occurring via processes of conversion and layering involving new and old institutions that has taken place in Italy since the 'political crisis' began in 1992.</p>"
"WOS:000295349400002","826JC","1480-8986","NULL","NULL","Article","INTERNATIONAL JOURNAL OF ARTS MANAGEMENT","Value Drivers for Cultural Events: Empirical Evidence From Italy","2010","WIN","WIN 2010","2010-12-01","12","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In recent years cultural events have taken on increasing relevance as manifestations of the cultural industries. In both management studies and urban studies, several aspects of cultural manifestations have been investigated. However, the multifaceted value produced in the cultural setting has not been systematically explored. The authors analyze two major Italian cultural events, in Milan and Turin. They first identify four differentiated though connected value dimensions: symbolic, social, intellectual and economic. They then highlight specific value drivers of these dimensions: differentiation of the actors involved - cross-sectionality; link with the authentic roots of the urban setting authenticity; passion to produce something new and different innovation; and the dynamics of competition and cooperation among the actors co-opetition.</p>"
"WOS:000295349400004","826JC","1480-8986","NULL","NULL","Article","INTERNATIONAL JOURNAL OF ARTS MANAGEMENT","Integrating Heritage Management and Tourism at Italian Cultural Destinations","2010","WIN","WIN 2010","2010-12-01","12","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>There is ongoing debate on the wealth-generating possibilities of heritage. In resource-based view theory, heritage is a key resource for a destination striving for sustainable positioning. The difficulty in transforming heritage from an asset to a resource often derives from lack of convergence between institutions responsible for heritage preservation and those responsible for tourism. The literature suggests that this relationship is not necessarily conflictual and correlates cooperation with heritage characteristics and a history of tourism. Based on their analysis of 10 Italian destinations, the authors challenge this hypothesis and suggest that, independently of the wealth of heritage resources and the tourism maturity of destinations, effective coordination is based on a three-phase process. Such coordination addresses managerial paradoxes that are intrinsic to the joint pursuit of heritage preservation and tourism development.</p>"
"WOS:000295363500007","826OM","0938-2259","NULL","10.1007/s00199-011-0643-5","Article","ECONOMIC THEORY","Rational preferences under ambiguity","2011","OCT","OCT 2011","2011-10-01","48","Journal","2-3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper analyzes preferences in the presence of ambiguity that are rational in the sense of satisfying the classical ordering condition as well as monotonicity. Under technical conditions that are natural in an Anscombe-Aumann environment, we show that even for such a general preference model, it is possible to identify a set of priors, as first envisioned by Ellsberg (Q J Econ 75:643-669, 1961). We then discuss ambiguity attitudes, as well as unambiguous acts and events, for the class of rational preferences we consider.</p>"
"WOS:000295363500009","826OM","0938-2259","NULL","10.1007/s00199-011-0641-7","Article","ECONOMIC THEORY","Definitions of ambiguous events and the smooth ambiguity model","2011","OCT","OCT 2011","2011-10-01","48","Journal","2-3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We examine a variety of preference-based definitions of ambiguous events in the context of the smooth ambiguity model. We first consider the definition proposed in Klibanoff et al. (Econometrica 73(6):1849-1892, 2005) based on the classic Ellsberg two-urn paradox (Ellsberg Q J Econ 75:643-669, 1961) and show that it satisfies several desirable properties. We then compare this definition with those of Nehring (Math Soc Sci 38(2):197-213, 1999), Epstein and Zhang (Econometrica 69:265-306, 2001), Zhang (Econ Theory 20:159-181, 2002), and Ghirardato and Marinacci (J Econ Theory 102:251-289, 2002). Within the smooth ambiguity model, we show that Ghirardato and Marinacci (J Econ Theory 102:251-289, 2002) would identify the same set of ambiguous and unambiguous events as our definition while Epstein and Zhang (Econometrica 69:265-306, 2001) and Zhang (Econ Theory 20:159-181, 2002) would yield a different classification. Moreover, we discuss and formally identify two key sources of the differences compared to Epstein and Zhang (Econometrica 69:265-306, 2001) and Zhang (Econ Theory 20:159-181, 2002). The more interesting source is that these two definitions can confound non-constant ambiguity attitude and the ambiguity of an event.</p>"
"WOS:000295378000008","826TP","0197-9183","NULL","10.1111/j.1747-7379.2011.00863.x","Article","INTERNATIONAL MIGRATION REVIEW","Immigrants' Children's Transition to Secondary School in Italy","2011","FAL","FAL 2011","2011-09-01","45","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Choosing a secondary school represents an important step in the lives of students in Italy, in that it has a strong bearing on their ultimate educational achievement and labor force trajectory. In this article, we analyze the effect of generational status and length of residence on the transition to secondary school among immigrants living in Italy. Using data from the ITAGEN2 follow-up, we analyze scholastic results from the middle school final exam and the choice of secondary school among the adolescents in Italy. Children of immigrants are more likely to have inferior outcomes on the middle school exam and to enroll in vocational and polytechnic schools. Our multivariate results indicate that, after controlling for the family's human capital and other key background factors, immigrant students show greater propensity to choose a vocational path. Differences between immigrants and natives in secondary school tracks are also manifested when previous scholastic results are taken into account.</p>"
"WOS:000295432500013","827ML","0378-4266","NULL","10.1016/j.jbankfin.2011.03.021","Article","JOURNAL OF BANKING & FINANCE","Are small family firms financially sophisticated?","2011","NOV","NOV 2011","2011-11-01","35","Journal","11","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We study the drivers of financial sophistication in small family firms. Sophistication is defined as the use of non-basic financial products such as options, swaps, debt restructuring, and mergers and acquisitions (M&A) advisory services. Our analysis is based on a unique dataset with detailed information on 187 Italian family firms. We find that the main drivers of financial sophistication are: (1) the generation that currently owns the firm; (2) the presence of a non-family CFO; and (3) the existence of a non-family shareholder. We analyze the impact of these factors on the following four classes of non-basic financial products: corporate finance, cash management, corporate lending and risk management. Our results can be used to determine the characteristics of financially sophisticated family firms and whether their corporate governance and ownership structure increase the use of non-basic financial products. (C) 2011 Elsevier B.V. All rights reserved.</p>"
"WOS:000295491100003","828HC","1480-8986","NULL","NULL","Article","INTERNATIONAL JOURNAL OF ARTS MANAGEMENT","Can the Generation Gap Impede Immersion in an Exhibition? The Case of Annisettanta (The 1970s)","2011","WIN","WIN 2011","2011-12-01","13","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>One way to reduce the distance between consumers and aesthetic objects is to use referents that provide consumers with a sense of security and that facilitate their immersion. The authors use an exhibition in Milan, Italy, titled The 1970s: The Long Decade in The Short Century as a laboratory to investigate whether young people are able to immerse themselves in an experiential context that is made up of referents (in this case, to the 1970s decade) that are mostly alien to them. The results show that, together with a lack of meaningful referents, the inability to make links between these referents constitutes a major barrier to immersion. The authors highlight the need for curators to manage referents in the framework of an exhibition and establish the complementary role that a guide might play, especially for people belonging to different generations.</p>"
"WOS:000295519100248","828RC","1360-2276","NULL","NULL","Meeting Abstract","TROPICAL MEDICINE & INTERNATIONAL HEALTH","Mobile diagnosis: an appropriate technology for tele-microscopy, an effective tool for training","2011","OCT","OCT 2011","2011-10-01","16","Journal","NULL","1","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000295656000003","830KN","1572-3089","NULL","10.1016/j.jfs.2011.03.001","Article","JOURNAL OF FINANCIAL STABILITY","Exploring governance of the new European Banking Authority-A case for harmonization?","2011","DEC","DEC 2011","2011-12-01","7","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In the context of the proposed EU financial supervisory reforms, this paper focuses on the governance of the network of national supervisory banking agencies and the newly established Community supervisor (European Banking Authority, EBA). We assess to what extent lack of governance convergence nationally and with EBA could undermine the incentives for cooperation among supervisors. Convergence should particularly focus on (i) the issue of the presence of politicians on decision-making bodies; (ii) the need for clearly defining dismissal procedures of heads of supervision; (iii) autonomy from government in regulatory matters; (iv) supervisory autonomy in matters of licensing and withdrawing licenses; (iv) mechanisms for judicial accountability; (v) legal protection for supervisors handling in good faith. In the absence of full centralization of prudential supervision, early harmonization of national governance arrangements towards best practice would better align supervisors' incentive structures and, hence, be beneficial for the effectiveness of European supervision. (C) 2011 Elsevier B.V. All rights reserved.</p>"
"WOS:000295656000004","830KN","1572-3089","NULL","10.1016/j.jfs.2010.07.001","Article","JOURNAL OF FINANCIAL STABILITY","Securities class actions in the US banking sector: Between investor protection and bank stability","2011","DEC","DEC 2011","2011-12-01","7","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper investigates whether securities class actions (SCAs) can play a role in banking supervision, both as a warning signal of insolvency and as an instrument of market discipline to encourage bank managers to carefully evaluate risk. Two groups of US banks are compared over the 2000-2008 period. One includes banks that have faced at least one SCA, while the other is composed of non-targeted banks (control group). Results indicate that collective private litigation procedures are more frequently directed at financially fragile intermediaries exhibiting inadequate governance standards. Furthermore, banks which have been subjected to SCAs are likely to reduce their excessive risk positions. This supports the idea that SCAs could be efficiently employed as a complement to public supervisory activity in the banking sector. (C) 2010 Elsevier B.V. All rights reserved.</p>"
"WOS:000295658500009","830LM","1462-9011","1873-6416","10.1016/j.envsci.2011.04.003","Article","ENVIRONMENTAL SCIENCE & POLICY","Towards an inter-disciplinary research agenda on climate change, water and security in Southern Europe and neighboring countries","2011","NOV","NOV 2011","2011-11-01","14","Journal","7","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>The Mediterranean and neighboring countries are already experiencing a broad range of natural and man-made threats to water security. According to climate projections, the region is at risk due to its pronounced susceptibility to changes in the hydrological budget and extremes. Such changes are expected to have strong impacts on the management of water resources and on key strategic sectors of regional economies. Related developments have an increased capacity to exacerbate tensions, and even intra- and inter-state conflict among social, political, ecological and economic actors. Thus, effective adaptation and prevention policy measures call for multi-disciplinary analysis and action.</p>
<p>This review paper presents the current state-of-the-art on research related to climate change impacts upon water resources and security from an ecological, economic and social angle. It provides perspectives for current and upcoming research needs and describes the challenges and potential of integrating and clustering multi-disciplinary research interests in complex and interwoven human-environment systems and its contribution to the upcoming 5th assessment report of the IPCC. (C) 2011 Elsevier Ltd. All rights reserved.</p>"
"WOS:000295658800001","830LP","0263-2373","NULL","10.1016/j.emj.2011.07.002","Editorial Material","EUROPEAN MANAGEMENT JOURNAL","Introductive note to the Special issue","2011","OCT","OCT 2011","2011-10-01","29","Journal","5","NULL","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000295658800002","830LP","0263-2373","NULL","10.1016/j.emj.2011.06.005","Article","EUROPEAN MANAGEMENT JOURNAL","The contribution of network research to managerial culture and practice","2011","OCT","OCT 2011","2011-10-01","29","Journal","5","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>Although research on social networks has gained significant influence in the academic world, several factors seem to have lowered its echo in the business world. It is still unclear how this fast-growing stream of research has translated into solid implications for managerial action and decision making. Based on a review of recent research, this paper attempts to provide evidence that network research does have practical relevance. We focus on five areas where network research has introduced new angles and renewed the understanding of how organizations should tackle management issues. We also suggest directions for future research, with the same objective of placing the emphasis on strengthening the contribution of the approach to management practices. (C) 2011 Published by Elsevier Ltd.</p>"
"WOS:000295658800003","830LP","0263-2373","NULL","10.1016/j.emj.2011.02.001","Article","EUROPEAN MANAGEMENT JOURNAL","Cooperation among competitors as status-seeking behavior: Network ties and status differentiation","2011","OCT","OCT 2011","2011-10-01","29","Journal","5","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>Status-based affiliation represents a valuable resource in economic exchange. However, affiliation strategies introduce a status ordering paradox: whereas higher status actors seek to maintain status hierarchies, lower status actors strive to affiliate with more prestigious actors. In this paper, using original data on the network of social and professional ties among 72 hotel managers clustered in an Italian hotel district, we develop a theory of status-seeking behavior that involves the exchange of status for valued resources. (C) 2011 Elsevier Ltd. All rights reserved.</p>"
"WOS:000295658800006","830LP","0263-2373","NULL","10.1016/j.emj.2011.03.004","Article","EUROPEAN MANAGEMENT JOURNAL","The management of firms' alliance network positioning: Implications for innovation","2011","OCT","OCT 2011","2011-10-01","29","Journal","5","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>In spite of the frequent calls for a much more integrated approach, the field of management still faces the ever continuing challenges in attempting to bridge the gap between academic research and managerial actions and practices. The field of strategic alliances and firms' networks are those among which research and practice are more diverging. Trying to cover this separation, the article presents an empirical research on automotive industry that investigates the effects on innovation performance of the position that firms occupy in the network of alliances. The hypothesis that guides this research is that innovation is generated not only from the resources that a company is able to develop internally, but also through access to resources and capabilities owned by the external companies and organizations that the firm itself is tied to through alliances and cooperation agreements. Beyond this broad argument, the paper links tightly research and practice showing way and how the quality of access to resources owned by partners is influenced by the position occupied in the network of alliances and not only by the existence of single collaborative ties. Assuming a managerial approach which relies on the milestones of network research, different types of positioning in the network of alliances are discussed and tested on their impact on innovation. (C) 2011 Elsevier Ltd. All rights reserved.</p>"
"WOS:000295710200002","831DZ","1757-5818","NULL","10.1108/09564231111155079","Article","JOURNAL OF SERVICE MANAGEMENT","Crowd-funding: transforming customers into investors through innovative service platforms","2011","NULL","2011","2011-01-01","22","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Purpose - The purpose of this paper is to analyze the emerging crowd-funding phenomenon, that is a collective effort by consumers who network and pool their money together, usually via the internet, in order to invest in and support efforts initiated by other people or organizations. Successful service businesses that organize crowd-funding and act as intermediaries are emerging, attesting to the viability of this means of attracting investment.</p>
<p>Design/methodology/approach - The research employs a ""grounded theory"" approach, performing an in-depth qualitative analysis of three cases involving crowd-funding initiatives: SellaBand in the music business, Trampoline in financial services, and Kapipal in non-profit services. These cases were selected to represent a diverse set of crowd-funding operations that vary in terms of risk/return for the investor and the type of payoff associated to the investment.</p>
<p>Findings - The research addresses two research questions: how and why do consumers turn into crowd-funding participants? and how and why do service providers set up a crowd-funding initiative? Concerning the first research question, the authors' findings reveal purposes, characteristics, roles and tasks, and investment size of crowd-funding activity from the consumer's point of view. Regarding the second research question, the authors' analysis reveals purposes, service roles, and network effects of crowd-funding activity investigated from the point of view of the service organization that set up the initiative.</p>
<p>Practical implications - The findings also have implications for service managers interested in launching and/or managing crowd-funding initiatives.</p>
<p>Originality/value - The paper addresses an emerging phenomenon and contributes to service theory in terms of extending the consumer's role from co-production and co-creation to investment.</p>"
"WOS:000295752800929","831TA","0959-8049","NULL","NULL","Meeting Abstract","EUROPEAN JOURNAL OF CANCER","Integrated Care Pathways for Non Small Cell Lung Cancer (NSCLC) Patients: Avoidable Costs Analysis in a Quality Improvement Project","2011","SEP","SEP 2011","2011-09-01","47","Journal","NULL","1","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000295981600035","834RQ","1932-6203","NULL","10.1371/journal.pone.0026190","Article","PLOS ONE","7-Valent Pneumococcal Conjugate Vaccination in England and Wales: Is It Still Beneficial Despite High Levels of Serotype Replacement?","2011","OCT 14","OCT 14 2011","2011-10-14","6","Journal","10","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Background: The UK introduced the 7-valent pneumococcal conjugate vaccine (PCV7) into the national vaccination program in September 2006. Previous modelling assumed that the likely impact of PCV7 on invasive pneumococcal disease (IPD) would be similar to the US experience with PCV7. However, recent surveillance data show a more rapid replacement of PCV7 IPD cases by non-PCV7 IPD cases than was seen in the US.</p>
<p>Methods and Findings: A previous model of pneumococcal vaccination was re-parameterised using data on vaccine coverage and IPD from England and Wales between 2006 and 2009. Disease incidence was adjusted for the increasing trend in reported IPD cases prior to vaccination. Using this data we estimated that individuals carrying PCV7 serotypes have much higher protection (96%; 95% CI 72%-100%) against acquisition of NVT carriage than the 15% previously estimated from US data, which leads to greater replacement. However, even with this level of replacement, the annual number of IPD cases may be 560 (95% CI, -100 to 1230) lower ten years after vaccine introduction compared to what it may have been without vaccination. A particularly marked fall of 39% in children under 15 years by 2015/6 is predicted.</p>
<p>Conclusion: Our model suggests that PCV7 vaccination could result in a decrease in overall invasive pneumococcal disease, particularly in children, even in an environment of rapid replacement with non-PCV7 serotypes within 5 years of vaccine introduction at high coverage.</p>"
"WOS:000296007300004","835BD","1555-7561","NULL","10.3982/TE462","Article","THEORETICAL ECONOMICS","Uniform topologies on types","2010","SEP","SEP 2010","2010-09-01","5","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We study the robustness of interim correlated rationalizability to perturbations of higher-order beliefs. We introduce a new metric topology on the universal type space, called uniform-weak topology, under which two types are close if they have similar first-order beliefs, attach similar probabilities to other players having similar first-order beliefs, and so on, where the degree of similarity is uniform over the levels of the belief hierarchy. This topology generalizes the now classic notion of proximity to common knowledge based on common p-beliefs (Monderer and Samet 1989). We show that convergence in the uniform-weak topology implies convergence in the uniform-strategic topology (Dekel et al. 2006). Moreover, when the limit is a finite type, uniform-weak convergence is also a necessary condition for convergence in the strategic topology. Finally, we show that the set of finite types is nowhere dense under the uniform strategic topology. Thus, our results shed light on the connection between similarity of beliefs and similarity of behaviors in games.</p>"
"WOS:000296017700011","835EL","1744-6414","NULL","10.1093/joclec/nhp023","Article","JOURNAL OF COMPETITION LAW & ECONOMICS","ANTICOMPETITIVE VERSUS COMPETITIVE EXPLANATIONS OF UNILATERAL PRACTICES: THE IDENTIFICATION PROBLEM","2010","JUN","JUN 2010","2010-06-01","6","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>I consider the application of Article 82 using an economic approach. I argue that proving a given practice anticompetitive or efficient can be usefully framed as an identification problem. I need to spell out in detail not only the anticompetitive story, related to the type of alleged anticompetitive strategy, but also the alternative competitive explanation, extracting the empirical predictions of the two. Comparing the latter, I can identify the factual elements that, occurring under both circumstances, are admissible under both of them, and those that instead, being specific to one of the stories, allow for discriminating between them. I apply this approach to a recent Italian case [Mercato del Calcestruzzo Cellulare Autoclavato, No. A372 (Autorita Garante della Concorrenza a del Mercato, 24 October 2007)] of selective price cuts, an example of predation where the dominant firm tries to eliminate a competitor by selectively offering discounts to the clients of the target. On the basis of a rich empirical analysis, the Authority condemned RDB, a medium-sized firm active in the market for construction materials. I show that, once the two stories are properly described, the evidence provided in the decision of the Antitrust Authority is consistent with a competitive strategy of decentralized price negotiation, whereas it is in sharp contrast with the empirical predictions derived from a predatory model of selective price cuts.</p>"
"WOS:000296026300009","835HD","0020-7314","NULL","10.2190/HS.41.4.i","Article","INTERNATIONAL JOURNAL OF HEALTH SERVICES","ITALIAN PUBLIC HEALTH CARE ORGANIZATIONS: SPECIALIZATION, INSTITUTIONAL DEINTEGRATION, AND PUBLIC NETWORKS RELATIONSHIPS","2011","NULL","2011","2011-01-01","41","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The Italian National Health Service (INHS) has undergone profound changes over the past three decades. With establishment of the INHS in 1978-a tax-based public health care system with universal coverage-one of the underlying principles was integration. The recognition of health and health care as requiring integrated answers led to the creation of a single public organization, the Local Health Unit, responsible for the health status of the population of its catchment area. At the beginning of the 1990s, the scenario radically changed. The creation of hospital trusts, the development of quasi-market mechanisms and management control tools, the adoption of a prospective payment system for reimbursing health care providers-all were signs of deintegration and institutional unbundling. Two structural changes have deeply sustained this deintegration: patients' empowerment and the increased possibilities for outsourcing practices. In more recent years, a new reintegration effort has occurred, often led by regional governments and based on institutional cooperation and network relationships. However, the earlier structural changes require innovative approaches and solutions if public health care organizations want to retain their leading role.</p>"
"WOS:000296273200005","838FS","0266-4658","1468-0327","10.1111/j.1468-00327.2011.271.x","Article","ECONOMIC POLICY","Short-time work benefits revisited: some lessons from the Great Recession","2011","OCT","OCT 2011","2011-10-01","NULL","Journal","68","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The Great Recession triggered a resurgence of short-time work (STW) throughout the OECD. Several countries introduced STW from scratch or significantly expanded the scope of the programmes already in place. In some countries like Italy, Japan and Germany between 2.5% and 5% of the workforce participated in STW schemes at the trough of the recession. In this paper we analyse the rationale for STW benefits and their effects on labour adjustment from both a cross-country and a time-series perspective. We find that STW actually contributed to reduce job losses during the Great Recession. However, the number of jobs saved, according to our macroeconomic and microeconomic estimates, is smaller than the number of participants in these schemes and the full-time equivalent jobs involved, pointing in some countries to sizeable deadweight costs. Other institutions, like plant-level bargaining over hours, wages and employment levels, may be more effective than STW in encouraging adjustment along the intensive margins in the presence of temporary shocks. Our results also suggest that STW cannot be readily extended to countries having much different institutional configurations as the demand for STW is very much affected by other institutions such as employment protection legislation and the degree of centralization of collective bargaining. Furthermore, STW must be temporary as during upturns may actually negatively affect employment. We also find that specific design features of STW - such as experience-rating and disincentives to 100% reductions in working hours - are important in improving the cyclical properties of STW.</p>"
"WOS:000296293400005","838LP","8756-6222","NULL","10.1093/jleo/ewp031","Article","JOURNAL OF LAW ECONOMICS & ORGANIZATION","The Economics of Scientific Misconduct","2011","OCT","OCT 2011","2011-10-01","27","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article presents a model of the research and publication process that analyzes why scientists commit fraud and how fraud can be detected and prevented. In the model, authors are asymmetrically informed about the success of their projects and can fraudulently manipulate their results. We show, first, that the types of scientific frauds that are observed are unlikely to be representative of the overall amount of malfeasance; also, star scientists are more likely to misbehave but less likely to be caught than average scientists. Second, a reduction in fraud verification costs may not lead to a reduction of misconduct episodes but rather to a change in the type of research that is performed. Third, a strong ""publish or perish"" pressure may reduce, and not increase, scientific misconduct because it motivates more scrutiny. Finally, a more active role of editors in checking for misconduct does not always provide additional deterrence.</p>"
"WOS:000296400800028","839WS","0007-6805","NULL","10.1017/S0007680511000961","Book Review","BUSINESS HISTORY REVIEW","It's Our Day: America's Love Affair with the White Wedding, 1945-2005","2011","FAL","FAL 2011","2011-09-01","85","Journal","3","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000296417800014","840DF","0737-6782","NULL","10.1111/j.1540-5885.2011.00870.x","Article","JOURNAL OF PRODUCT INNOVATION MANAGEMENT","Making Virtue of Necessity: The Role of Team Climate for Innovation in Resource-Constrained Innovation Projects","2011","NOV","NOV 2011","2011-11-01","28","Journal","NULL","1","NULL","NULL","NULL","NULL","Y","NULL","
<p>The effect of financial resource constraints on innovation team performance is ambiguous. On the one hand, the majority of scholars have argued that financial resource constraints have an inhibiting effect on innovation, whereas budgetary slack supports creativity and innovation. Consistent with this notion, in most conceptual models on the management of innovation projects, the availability of slack, or at least adequate (rather than constrained) resources represents an important success factor supporting innovation. On the other hand, popular parlance has it that sometimes ""necessity is the mother of innovation,"" and literature in cognitive psychology suggests that resource constraints stimulate creativity and innovative behavior. Recent innovation literature indeed provides evidence that remarkable innovation outcomes can be achieved with constrained financial resources. Despite the rapidly growing research on success factors of innovation projects, and the high managerial relevance of budget questions, the influence of financial resource constraints has only very recently started to attract interest. The objective of the present study is to contribute to that research by investigating under what conditions financial resource constraints lead to innovation outcomes. Specifically, team climate for innovation is examined as a potentially important contingency variable of the relationship between financial resource constraints and innovation project performance. By explicitly focusing on team climate for innovation, factors of the work environment in innovation projects are addressed as influential boundary conditions for successfully innovating under financial resource constraints. The hypotheses are tested on a sample of 94 innovation project teams from a variety of industries. To ensure content validity and to avoid a possible common source bias, data from different respondents, i.e., team leaders, team members, and team external managers of the innovation projects, are used. Results of regression analyses show that there is no significant relationship between financial resource constraints and innovation project outcomes in terms of product quality and project efficiency. However, results show a significant interaction term of financial resource constraints and team climate for innovation in that team climate for innovation positively moderates the relationship between financial resource constraints and product quality as well as project efficiency. Thus, the findings of the present study contradict the widespread notion in innovation literature that financial resource constraints have a wholesale inhibiting effect on innovation, thereby providing a differentiated perspective on the relationship between financial resource constraints and innovation. On a practical level, the results of this study highlight a specific condition under which product developers can come up with more innovative solutions despite, or even because of, financial "
"WOS:000296490200003","841CN","0964-8410","NULL","10.1111/j.1467-8683.2011.00856.x","Article","CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW","Income Smoothing in Family-Controlled Companies: Evidence from Italy","2011","NOV","NOV 2011","2011-11-01","19","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Manuscript Type: Empirical</p>
<p>Research Question/Issue: This paper focuses on the relationship between one of the main corporate governance dimensions - ownership structure - and income smoothing. The paper investigates whether family-controlled companies differ from non-family-controlled companies with respect to income smoothing. Due to different incentives of management and owner investment horizons, we hypothesize that income smoothing is less likely among family-controlled companies than among non-family-controlled companies. Additionally, we hypothesize that among family-controlled firms income smoothing is less likely when CEO and Board Chairman are members of the controlling family. Various definitions of ""family control"" are applied. A sample of Italian listed companies is used for the empirical analysis.</p>
<p>Research Findings/Insights: We find evidence that income smoothing is less likely among family-controlled companies than non-family-controlled companies. Moreover, among family-controlled companies, income smoothing is less likely for firms whose CEO and Board Chairman are members of the controlling family.</p>
<p>Theoretical/Academic Implications: This paper fills a gap in the literature, suggesting that not only the level of ownership concentration or insider ownership but also the nature of the dominant shareholder (family versus non-family) should be considered when addressing the motivations for income smoothing. Furthermore, our findings indicate that agency theory and stewardship theory are complementary in explaining the role played by family control in income smoothing decisions. While in non-family-controlled companies the traditional owner-manager agency problems tend to prevail and motivate income smoothing, in family-controlled companies such agency issues become less relevant and a stewardship attitude emerges, rendering income smoothing less likely.</p>
<p>Practitioner/Policy Implications: This study is of interest to financial statement users, including analysts and investors, as it shows that different company types (e. g., family versus non-family) have a different attitude towards income smoothing. In particular, these results aid users in interpreting the company's reported profitability and its potential variability. The conclusions also are of interest to auditors when evaluating the reliability of the reported income of companies characterized by various ownership structures.</p>"
"WOS:000296588400015","842HT","1530-5627","NULL","10.1089/tmj.2011.9976","Letter","TELEMEDICINE AND E-HEALTH","Mobile Diagnosis: Bridging Sociocultural Gaps and Empowering Women","2011","NOV","NOV 2011","2011-11-01","17","Journal","9","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
