"address_id_se","full_address","country"
593,"1 HOSP XIAN, FEN RD 30,SOUTH ST, XIAN 710002, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
585,"1 HOSP XIAN, XIAN 710002, SHAANXI PROVINC, PEOPLES R CHINA","PEOPLES R CHINA"
590,"1 HOSP XIAN, XIAN, PEOPLES R CHINA","PEOPLES R CHINA"
586,"1 HOSP XIAN, XIAN, SHAANXI PROVINC, PEOPLES R CHINA","PEOPLES R CHINA"
604,"1 HOSP XIANGYANG, XIANGYANG 441000, HUBEI, PEOPLES R CHINA","PEOPLES R CHINA"
605,"1 HOSP YANCHENG, DEPT NEUROL, YANCHENG 224001, JIANGSU, PEOPLES R CHINA","PEOPLES R CHINA"
606,"1 HOSP YICHANG, DEPT GASTROENTEROL, YICHANG 443000, PEOPLES R CHINA","PEOPLES R CHINA"
608,"1 HOSP ZHANGJIAKOU, DEPT RADIOL, ZHANGJIAKOU 075000, HEBEI PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
607,"1 HOSP ZHANGJIAKOU, DEPT RADIOL, ZHANGJIAKOU 075000, HEBEI, PEOPLES R CHINA","PEOPLES R CHINA"
611,"1 HOSP ZHUZHOU CITY, MED EXAMINAT CTR, ZHUZHOU 421000, HUNAN, PEOPLES R CHINA","PEOPLES R CHINA"
610,"1 HOSP ZHUZHOU CITY, ZHUZHOU, HUNAN, PEOPLES R CHINA","PEOPLES R CHINA"
609,"1 HOSP ZHUZHOU, ZHUZHOU 412000, HUNAN, PEOPLES R CHINA","PEOPLES R CHINA"
613,"1 HOSP ZIBO MUNICIPAL, DEPT HEMATOL, ZIBO, PEOPLES R CHINA","PEOPLES R CHINA"
612,"1 HOSP ZIBO, ZIBO, SHANDONG, PEOPLES R CHINA","PEOPLES R CHINA"
509,"1 HOSP, CHANGCHUN, PEOPLES R CHINA","PEOPLES R CHINA"
512,"1 HOSP, DEPT DERMATOL & VENEROL, HEFEI, PEOPLES R CHINA","PEOPLES R CHINA"
502,"1 HOSP, DEPT DERMATOL, HEFEI, PEOPLES R CHINA","PEOPLES R CHINA"
514,"1 HOSP, DEPT ENDOCRINOL, WUHAN, HUBEI PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
500,"1 HOSP, DEPT PATHOL, LIANYUNGANG 222002, JIANGSU PROVINC, PEOPLES R CHINA","PEOPLES R CHINA"
506,"1 HOSP, GEN SURG INST, INST CANC, LAB 4, SHENYANG, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
503,"1 HOSP, GEN SURG INST, INST CANC, LAB 4, SHENYANG, PEOPLES R CHINA","PEOPLES R CHINA"
516,"1 HOSP, HEFEI, PEOPLES R CHINA","PEOPLES R CHINA"
501,"1 HOSP, INST DERMATOL, HEFEI, PEOPLES R CHINA","PEOPLES R CHINA"
510,"1 HOSP, LAB CANC INST 4, GEN SURG INST, SHENYANG, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
513,"1 HOSP, RHEUMATISM DEPT, NINGBO, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
515,"1 HOSP, UROL, HEFEI, PEOPLES R CHINA","PEOPLES R CHINA"
614,"1 IKA HOSP, ATHENS, GREECE","GREECE"
616,"1 IKA HOSP, DEPT INTERVENT CARDIOL, ATHENS, GREECE","GREECE"
615,"1 IKA HOSP, GI ENDOSCOPY DEPT, ATHENS, GREECE","GREECE"
617,"1 IMPASSE MOUETTES, F-56000 VANNES, FRANCE","FRANCE"
618,"1 IMPASSE VIRON, CHIZE, FRANCE","FRANCE"
621,"1 IMSS OBREGON, UNIDAD MED ALTA ESPECIALIDAD, SERV ANESTESIOL, SON, MEXICO","MEXICO"
619,"1 IMSS OBREGON, UNIDAD MED ALTA ESPECIALIDAD, SERV MED TRABAJO, SON, MEXICO","MEXICO"
623,"1 INFECT DIS HOSP, MOSCOW, RUSSIA","RUSSIA"
25957560,"1 INFINITE LOOP, CUPERTINO, CA 95014 USA","USA"
624,"1 INFIRM SANTA CASA DA MISERICORDIA RIO DE JANEIR, OCULOPLAST SURG DEPT, RIO DE JANEIRO, BRAZIL","BRAZIL"
625,"1 INRA UMR 1282, TOURS, FRANCE","FRANCE"
628,"1 INSERM U894, PARIS, FRANCE","FRANCE"
626,"1 INSERM, PARIS CARDIOVASC RES CTR PARCC, U970, F-75015 PARIS, FRANCE","FRANCE"
629,"1 INST AIR FORCE, BEIJING 100076, PEOPLES R CHINA","PEOPLES R CHINA"
630,"1 INST BIOL COMPUTAT, F-34000 MONTPELLIER, FRANCE","FRANCE"
631,"1 INST CHILDREN & YOUTH HLTH CARE VOJVODINA, NOVI SAD 21000, SERBIA","SERBIA"
632,"1 INST GEOL & MINERAL RESOURCES SHANDONG PROV, JINAN 250014, SHANDONG, PEOPLES R CHINA","PEOPLES R CHINA"
633,"1 INST GEOL & MINERAL RESOURCES SURVEY HENAN, LUOYANG 471023, HENAN, PEOPLES R CHINA","PEOPLES R CHINA"
634,"1 INST NACL INVEST FORESTALES AGR & PECURIAS, CALLE 6,398 POR 13 AV CORREA RACHO, MERIDA 97130, YUCATAN, MEXICO","MEXICO"
635,"1 INST NACL MATEMAT PURA & APLICADA, BR-22460320 RIO DE JANEIRO, BRAZIL","BRAZIL"
636,"1 INST NEW DRUG DISCOV, KAWAGUCHI, TOKUSHIMA 7710192, JAPAN","JAPAN"
637,"1 INST TRAUMATOL QUIRON, RHEUMATOL, BARCELONA, SPAIN","SPAIN"
638,"1 INT RES CTR, MS CLIN COLORADO, CENTENNIAL, CO USA","USA"
639,"1 INTERNA KLIN, BRATISLAVA, SLOVAKIA","SLOVAKIA"
640,"1 INTERNAL CLIN FNLP, KOSICE, SLOVAKIA","SLOVAKIA"
641,"1 INTERNAL KLIN, KOSICE, SLOVAKIA","SLOVAKIA"
642,"1 IRANIAN BLOOD TRANSFUS ORG HIGH INST RES & EDUC, TEHRAN, IRAN","IRAN"
643,"1 ISALA KLINIEKEN, ZWOLLE, NETHERLANDS","NETHERLANDS"
644,"1 JABER AL AHMED NUCL MED & MOL IMAGING CTR, KUWAIT, KUWAIT","KUWAIT"
25958488,"1 JAN SMUTS AV, ZA-2050 JOHANNESBURG, SOUTH AFRICA","SOUTH AFRICA"
25954914,"1 JINDE RD, CHANGHUA 50007, TAIWAN","TAIWAN"
25959819,"1 JORDAN DR FREETOWN RD, FREETOWN, SIERRA LEONE","SIERRA LEONE"
25950577,"1 KAINAN RD, TAOYUAN 33857, TAIWAN","TAIWAN"
25958041,"1 KANGWONDAEHAK GIL, CHUNCHEON SI, GANGWON DO, SOUTH KOREA","SOUTH KOREA"
645,"1 KAOHSIUNG MUNICIPAL KAI SYUAN PSYCHIAT HOSP, ADULT PSYCHIAT, KAOHSIUNG, TAIWAN","TAIWAN"
646,"1 KARDIOL KLIN, SAGLIK BAKANLIGI IZMIR ATATURK EGITIM & ARASTIRMA, ATATURK EGITIM HASTANESI, IZMIR, TURKEY","TURKEY"
648,"1 KARTAL KOSUYOLU CARDIOVASC RES & TRAINING HOSP, DEPARMENT CARDIOL, ISTANBUL, TURKEY","TURKEY"
649,"1 KATEDRA DERMATOL & WENEROL LODZI, LODZ, POLAND","POLAND"
650,"1 KATEDRA GINEKOL & POLOZNICTWA LODZI, KLIN MED PLODU & GINEKOL, PL-94029 LODZ, POLAND","POLAND"
651,"1 KATEDRA GINEKOLOGII & POLOZNICTWA UM LODZI, KLIN PATOLOGII CIAZY, PL-94029 LODZ, POLAND","POLAND"
653,"1 KATEDRA KARDIOL & KARDIOCHIRURG UM, KARDIOL KLIN, LODZ, POLAND","POLAND"
652,"1 KATEDRA KARDIOL & KARDIOCHIRURG UM, KLIN KARDIOCHIRURG, LODZ, POLAND","POLAND"
25953955,"1 KATSURAGOSHO CHO,NISHIKYO KU, KYOTO 6158087, JAPAN","JAPAN"
25958206,"1 KENDALL SQ, CAMBRIDGE, MA USA","USA"
25959445,"1 KEYUAN 4 RD,GAOPENG AVE, CHENGDU 610041, SICHUAN, PEOPLES R CHINA","PEOPLES R CHINA"
25961754,"1 KIELDER DR, BINGHAM NG13 8SY, ENGLAND","ENGLAND"
655,"1 KINGS COLL CIRCLE, DEPT LAB MED & PATHOBIOL, TORONTO, ON M5S 1A8, CANADA","CANADA"
654,"1 KINGS COLL CIRCLE, FAC MED, TORONTO, ON M5S 1A8, CANADA","CANADA"
656,"1 KK SKIPP, POZNAN, POLAND","POLAND"
657,"1 KLIN GINEKOL & POLOZNICTWA CMKP SPSK PROF ORLOW, PL-00416 WARSAW, POLAND","POLAND"
659,"1 KLIN POLOZNICTWA & GINEKOL CMKP, PL-00416 WARSAW, POLAND","POLAND"
658,"1 KLIN POLOZNICTWA & GINEKOL CMKP, WARSAW, POLAND","POLAND"
660,"1 KLIN POLOZNICTWA & GINEKOL WUM, PL-02015 WARSAW, POLAND","POLAND"
661,"1 KLINIKUM RECHTS ISAR, MUNICH, GERMANY","GERMANY"
25951980,"1 KNEELAND ST,,6TH FLOOR,7TH FLOOR, BOSTON, MA 02129 USA","USA"
25956872,"1 KOTHULACHHI,LALITPUR 21,GPO BOX 3971, KATHMANDU, NEPAL","NEPAL"
662,"1 LA SER, F-75674 PARIS, FRANCE","FRANCE"
663,"1 LACKLAND JBSA, NEW BRAUNFELS, TX USA","USA"
25955479,"1 LAGOON DR, REDWOOD CITY, CA 94065 USA","USA"
664,"1 LEIDEN UNIV 2 UIPES ISPA, OPORTO, PORTUGAL","PORTUGAL"
666,"1 LF & UK VFN PRAZE, KLIN NEUROVED, NEUROL KLIN & CTR, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
670,"1 LF & VFN, CTR KLIN NEUROVED, UK PRAZE, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
668,"1 LF & VFN, NEUROL KLIN, UK PRAZE, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
742,"1 LF UK & FN MOTOLE, CHIRURG KLIN 3, SPONDYLOCHIRURG ODDELENI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
741,"1 LF UK & FN MOTOLE, KLIN ORL & CHIRURG HLVY & KRKU, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
744,"1 LF UK & FN MOTOLE, KLIN OTORINOLARYNGOL & CHIRURG HLAVY & KRKU, PRAGUE 15006 5, CZECH REPUBLIC","CZECH REPUBLIC"
745,"1 LF UK & FN MOTOLE, KLIN OTORINOLARYNGOL & CHIRURG HLAVY & KRKU, V OVALU 84, PRAGUE 15006, CZECH REPUBLIC","CZECH REPUBLIC"
746,"1 LF UK & FN NA BULOVCE, KLIN INFEKCNICH & TROPICKYCH NEMOCI 3, PRAGUE 18081 8, CZECH REPUBLIC","CZECH REPUBLIC"
747,"1 LF UK & FN PRAZE, FONIATRICKA KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
748,"1 LF UK & UNV PRAHA, NEUROCHIRURG KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
750,"1 LF UK & UVN PRAHA, NEUROCHIRURG KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
749,"1 LF UK & UVN PRAHA, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
752,"1 LF UK & UVN VFN PRAHA, NEUROCHIRURG & NEUROONKOL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
751,"1 LF UK & UVN VFN PRAHA, NEUROCHIRURG & NEUROONKOL KLIN, U VOJENSKE NEMOCNICE 1200, PRAGUE 16902 6, CZECH REPUBLIC","CZECH REPUBLIC"
753,"1 LF UK & UVN VOJENSKA FAK NEMOCNICE PRAHA, NEUROCHIRURG KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
797,"1 LF UK & VFN PRAZE, CNS, NMS,NEUROL KLIN,CLS JEP, SNIL,VEDOUCI LEKAR CTR LECBUMYATHENIA GRAVIS, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
806,"1 LF UK & VFN PRAZE, CTR KLIN NEUROVED, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
800,"1 LF UK & VFN PRAZE, CTR KLIN NEUROVED, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
801,"1 LF UK & VFN PRAZE, INTERNI KLIN 3, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
811,"1 LF UK & VFN PRAZE, KLIN ADIKTOL, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
803,"1 LF UK & VFN PRAZE, KLIN NEUROVED, NEUROL KLIN CTR, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
809,"1 LF UK & VFN PRAZE, KLIN PRACOVNIHO LEKARSTVI, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
791,"1 LF UK & VFN PRAZE, KLIN REHABILITACNIHO LEKARSTVI, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
802,"1 LF UK & VFN PRAZE, NEUROL KLIN, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
792,"1 LF UK & VFN PRAZE, NEUROL KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
796,"1 LF UK & VFN PRAZE, NEUROL KLIN, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
795,"1 LF UK & VFN PRAZE, NEUROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
810,"1 LF UK & VFN PRAZE, OCNI KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
807,"1 LF UK & VFN PRAZE, ODDELENI MR, RADIODIAGNOST KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
813,"1 LF UK & VFN PRAZE, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
812,"1 LF UK & VFN PRAZE, PSYCHIAT KLIN, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
805,"1 LF UK & VFN PRAZE, PSYCHIAT KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
814,"1 LF UK & VFN PRAZE, RADIODIAGNOST KLIN, ODDELENI MAGNET REZONANCE, KATERINSKA 30, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
793,"1 LF UK & VFN PRAZE, RADIODIAGNOST KLIN, ODDELENI MR, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
816,"1 LF UK & VFN PRAZE, UROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
773,"1 LF UK & VFN, CTR KLIN NEUROVED, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
764,"1 LF UK & VFN, CTR KLIN NEUROVED, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
789,"1 LF UK & VFN, CTR KLIN NEUROVED, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
762,"1 LF UK & VFN, CTR KLIN NEUROVED, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
763,"1 LF UK & VFN, CTR KLIN NEUROVED, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
770,"1 LF UK & VFN, CTR KLINICKYCH NEUROVED, PRAGUE 12109 2, CZECH REPUBLIC","CZECH REPUBLIC"
774,"1 LF UK & VFN, INTERNI KLIN 4, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
783,"1 LF UK & VFN, KLIN ADIKTOL, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
776,"1 LF UK & VFN, KLIN DETSKEHO & DOROSTOVEHO LEKARSTVI, LAB STUDIUM MITOCHONDRIALNICH PORUCH, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
768,"1 LF UK & VFN, KLIN DETSKEHO & DOROSTOVEHO LEKARSTVI, PRAGUE 12109 2, CZECH REPUBLIC","CZECH REPUBLIC"
786,"1 LF UK & VFN, KLIN PRACOVNIHO LEKARSTVI, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
788,"1 LF UK & VFN, KLIN PRACOVNIHO LEKARSTVI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
790,"1 LF UK & VFN, KLIN REHABIL LEKARSTVI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
757,"1 LF UK & VFN, NEUROCHIRURG KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
766,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
760,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12000, CZECH REPUBLIC","CZECH REPUBLIC"
769,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12109 2, CZECH REPUBLIC","CZECH REPUBLIC"
758,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
779,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
761,"1 LF UK & VFN, NEUROL KLIN, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
756,"1 LF UK & VFN, NEUROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
784,"1 LF UK & VFN, OCNI KLIN, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
754,"1 LF UK & VFN, ODDELENI MAXILOFACIALNI CHIRURG, STOMATOL KLIN, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
771,"1 LF UK & VFN, ODDELENI MR, RADIODIAGNOSTICKA KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
780,"1 LF UK & VFN, PSYCHIAT KLIN, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
781,"1 LF UK & VFN, RADIODIAGNOST KLIN, ODDELENI MR, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
775,"1 LF UK & VFN, RADIODIAGNOST KLIN, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
778,"1 LF UK & VFN, RADIODIAGNOST KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
759,"1 LF UK & VFN, USTAV BIOFYZ & INFORMAT, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
767,"1 LF UK & VFN, USTAV BIOFYZIKY & INFORMATIKY, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
765,"1 LF UK & VFN, USTAV IMUNOL & MIKROBIOL, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
787,"1 LF UK & VFN, USTAV LEKARSKE BIOCHEM & LAB DIAGNOST, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
785,"1 LF UK & VFN, USTAV SOUDNIHO LEKARSTVI & TOXIKOL, PRAGUE 12821 2, CZECH REPUBLIC","CZECH REPUBLIC"
817,"1 LF UK BULOVCE, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
819,"1 LF UK FN MOTOL, CHIRURG KLIN 3, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
818,"1 LF UK FN MOTOL, ORTOPED KLIN 1, PRAGUE 15000 5, CZECH REPUBLIC","CZECH REPUBLIC"
820,"1 LF UK FN MOTOL, ORTOPED KLIN 1, PRAGUE 15006, CZECH REPUBLIC","CZECH REPUBLIC"
822,"1 LF UK PRAHA, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
821,"1 LF UK PRAHA, PSYCHIAT KLIN VFN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
823,"1 LF UK PRAHA, UROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
824,"1 LF UK PRAZE, ANAT USTAV, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
826,"1 LF UK PRAZE, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
827,"1 LF UK PRAZE, USTAV IMUNOL & MIKROBIOL, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
828,"1 LF UK PRAZE, USTAV IMUNOL & MIKROBIOL, STUDNICKOVA 7, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
825,"1 LF UK PRAZE, USTAV LEKARSKE BIOCHEM, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
830,"1 LF UK UKBLD & VFN, DIAGNOST LAB, PRAGUE 12111 2, CZECH REPUBLIC","CZECH REPUBLIC"
829,"1 LF UK UKBLD & VFN, USTAV KLIN BIOCHEM, PRAGUE 12111 2, CZECH REPUBLIC","CZECH REPUBLIC"
831,"1 LF UK UVN PRAHA, NEUROCHIRURG KLIN, PRAGUE 16902 6, CZECH REPUBLIC","CZECH REPUBLIC"
843,"1 LF UK VFN PRAZE, CTR KLIN NEUROVED, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
848,"1 LF UK VFN PRAZE, FARMAKOL USTAV, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
838,"1 LF UK VFN PRAZE, GYNEKOL PORODN KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
847,"1 LF UK VFN PRAZE, KLIN ADIKTOL, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
839,"1 LF UK VFN PRAZE, KLIN DETSKEHO DOROSTOVEHO, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
842,"1 LF UK VFN PRAZE, NEUROL KLIN, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
834,"1 LF UK VFN PRAZE, ODDELENI MR, RADIODIAGNOST KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
845,"1 LF UK VFN PRAZE, ODDELENI TOXIKOL, USTAV SOUDNIHO LEKARSTVI & TOXIKOL, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
844,"1 LF UK VFN PRAZE, PSYCHIAT KLIN, PRAGUE 12800 2, CZECH REPUBLIC","CZECH REPUBLIC"
840,"1 LF UK VFN PRAZE, RADIODIAGNOST KLIN, ODDELENI MR, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
837,"1 LF UK VFN PRAZE, USTAV BIOL LEKARSKE GENETIKY, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
836,"1 LF UK VFN PRAZE, USTAV PATOL, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
832,"1 LF UK VFN, NEUROL KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
833,"1 LF UK VFN, NEUROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
685,"1 LF UK, ANAT USTAV, PRAGUE 15006 5, CZECH REPUBLIC","CZECH REPUBLIC"
681,"1 LF UK, ANAT USTAV, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
705,"1 LF UK, ANATOM USTAV, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
728,"1 LF UK, CTR KLIN NEUROVED, KATERINSKA 30, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
731,"1 LF UK, CTR KLIN NEUROVED, KATERINSKA 30, PRAGUE 12821, CZECH REPUBLIC","CZECH REPUBLIC"
717,"1 LF UK, CTR KLIN NEUROVED, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
723,"1 LF UK, CTR KLIN NEUROVED, PRAGUE 12821 1, CZECH REPUBLIC","CZECH REPUBLIC"
735,"1 LF UK, CTR KLIN NEUROVED, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
729,"1 LF UK, CTR PORUCHY SPANKU & BDENI, NEUROL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
733,"1 LF UK, CTR ZAVISLE TABAKU, INTERNI KLIN KLIN ENDOKRINOL & METAB 3, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
672,"1 LF UK, DEPT NEUROL, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
687,"1 LF UK, GYNEKOL PORODNICKA KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
675,"1 LF UK, I ORTOPED KLIN, PRAGUE 15000 5, CZECH REPUBLIC","CZECH REPUBLIC"
686,"1 LF UK, I ORTOPED KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
704,"1 LF UK, INTERNI KLIN 1, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
698,"1 LF UK, IPVZ, NEUROCHIRURG KLIN, CZ-16902 PRAGUE 6, CZECH REPUBLIC","CZECH REPUBLIC"
720,"1 LF UK, KLIN ANESTEZIOL RESUSCITACE & INTENZIVNI MED, PRAGUE 16902 6, CZECH REPUBLIC","CZECH REPUBLIC"
701,"1 LF UK, KLIN DETSKEHO & DOROSTOVEHO LEKARSTVI, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
724,"1 LF UK, KLIN DETSKEHO & DOROSTOVEHO LEKARSTVI, PRAGUE 12821 1, CZECH REPUBLIC","CZECH REPUBLIC"
737,"1 LF UK, KLIN DETSKEHO & DOROSTOVEHO LEKARSTVI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
718,"1 LF UK, KLIN INFEKCNICH & TROPICKYCH NEMOCI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
719,"1 LF UK, KLIN INFEKCNICH NEMOCI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
706,"1 LF UK, KLIN INFEKCNICH TROPICKYCH NEMOCI, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
736,"1 LF UK, KLIN OTORINOLARYNGOL & CHIRURG HLAVY & KRKU, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
711,"1 LF UK, KLINIKA ANESTEZIOL RESUSCITACE INTENZIVNI MED, PRAGUE 16902 6, CZECH REPUBLIC","CZECH REPUBLIC"
740,"1 LF UK, NEUROCHIRURG & NEUROONKOL KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
714,"1 LF UK, NEUROCHIRURG KLIN, BRATISLAVA, SLOVAKIA","SLOVAKIA"
710,"1 LF UK, NEUROCHIRURG KLIN, PRAGUE 16200 6, CZECH REPUBLIC","CZECH REPUBLIC"
674,"1 LF UK, NEUROCHIRURG KLIN, PRAGUE 16902 6, CZECH REPUBLIC","CZECH REPUBLIC"
713,"1 LF UK, NEUROCHIRURG KLIN, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
700,"1 LF UK, NEUROL KLIN, CZ-12000 PRAGUE 2, CZECH REPUBLIC","CZECH REPUBLIC"
727,"1 LF UK, NEUROL KLIN, KATERINSKA 30, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
732,"1 LF UK, NEUROL KLIN, KATERINSKA 30, PRAGUE 12821, CZECH REPUBLIC","CZECH REPUBLIC"
716,"1 LF UK, NEUROL KLIN, PRAGUE 12000 2, CZECH REPUBLIC","CZECH REPUBLIC"
696,"1 LF UK, NEUROL KLIN, PRAGUE 12808 2, CZECH REPUBLIC","CZECH REPUBLIC"
694,"1 LF UK, NEUROL KLIN, PRAGUE 12808, CZECH REPUBLIC","CZECH REPUBLIC"
722,"1 LF UK, NEUROL KLIN, PRAGUE 12821 1, CZECH REPUBLIC","CZECH REPUBLIC"
